LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
"제주오리엔탈호텔","제주특별자치도","제주시","제주특별자치도 제주시 탑동로 47","['반려 동물 불가능']"
"삼해인관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 도령로 108","['반려 동물 불가능']"
"호텔 스카이파크","인천광역시","연수구","인천 연수구 컨벤시아대로 233","['반려 동물 불가능', '보조 동물 허용']"
"라자관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 연동6길 33","['반려 동물 불가능']"
"제주퍼시픽호텔","제주특별자치도","제주시","제주특별자치도 제주시 서사로 20","['반려 동물 불가능']"
"뉴 아일랜드 관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 연동6길 17","['반려 동물 불가능']"
"스타즈호텔 제주 로베로","제주특별자치도","제주시","제주특별자치도 제주시 관덕로 26","['반려 동물 불가능']"
"제주선샤인호텔","제주특별자치도","제주시","제주특별자치도 제주시 조천읍 신북로 481-9","['반려 동물 불가능']"
"메이더호텔","제주특별자치도","제주시","제주특별자치도 제주시 구좌읍 일주동로 1626","['반려 동물 불가능', '반려동물은 주인 없이 혼자 있을 수 없음']"
"코쿤애월","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 중엄3길 50","['반려 동물 불가능']"
"라마다프라자제주호텔","제주특별자치도","제주시","제주특별자치도 제주시 탑동로 66","['반려 동물 불가능']"
"오션그랜드호텔","제주특별자치도","제주시","제주특별자치도 제주시 조천읍 조함해안로 490","['반려 동물 불가능']"
"뉴맨하탄관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 도령로 66","['반려 동물 불가능']"
"호텔라온제주","제주특별자치도","제주시","제주특별자치도 제주시 한림읍 금능남로 127","['반려 동물 불가능']"
"올레관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 서광로 254","['반려 동물 불가능', '보조 동물 허용']"
"로긴호텔(구.호텔오슬로)","제주특별자치도","제주시","제주 제주시 서해안로 442-11","['반려 동물 불가능']"
"엠버호텔","제주특별자치도","제주시","제주특별자치도 제주시 삼무로 12","['반려 동물 불가능']"
"해호텔","경기도","양주시","경기 양주시 장흥면 권율로 83-12","['반려 동물 불가능']"
"롯데시티호텔 제주","제주특별자치도","제주시","제주특별자치도 제주시 도령로 83","['반려 동물 불가능']"
"제주미주호텔","제주특별자치도","제주시","제주특별자치도 제주시 신대로 60","['반려 동물 불가능']"
"호텔 컬리넌","제주특별자치도","제주시","제주특별자치도 제주시 사장1길 26","['반려 동물 불가능']"
"골든파크관광호텔","제주특별자치도","제주시","제주 제주시 서광로2길 9","['반려 동물 불가능']"
"씨앤관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 일주서로 7490","['반려 동물 불가능']"
"팜파스호텔 제주(구. 제주팜파스호텔/구.씨엘블루호텔)","제주특별자치도","제주시","제주 제주시 서해안로 368-3","['반려 동물 불가능']"
"루스톤빌라앤호텔","제주특별자치도","제주시","제주 제주시 애월읍 애월해안로 406","['반려 동물 불가능']"
"그라벨호텔","제주특별자치도","제주시","제주특별자치도 제주시 일주서로 7316","['반려 동물 불가능']"
"HOTEL LEO","제주특별자치도","제주시","제주특별자치도 제주시 삼무로 14","['반려 동물 불가능']"
"아이진호텔","제주특별자치도","제주시","제주 제주시 신대로22길 4","['반려 동물 불가능', '보조 동물 허용']"
"아스타호텔","제주특별자치도","제주시","제주특별자치도 제주시 서사로 129","['반려 동물 불가능']"
"심스호텔(구.다이아나호텔)","제주특별자치도","제주시","제주 제주시 임항로 249","['반려 동물 불가능']"
"유니호텔","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 애월해안로 656","['반려 동물 불가능']"
"사하라","충청북도","청주시 흥덕구","충북 청주시 흥덕구 강서로 83-8","['반려 동물 불가능']"
"신라스테이제주","제주특별자치도","제주시","제주특별자치도 제주시 노연로 100","['반려 동물 불가능']"
"제주갤럭시호텔","제주특별자치도","제주시","제주특별자치도 제주시 남성로 33","['반려 동물 불가능']"
"베니키아호텔제주(구. 뉴베니키아호텔제주)","제주특별자치도","제주시","제주 제주시 애월읍 애월해안로 554-6","['반려 동물 불가능']"
"해마호텔","제주특별자치도","제주시","제주특별자치도 제주시 삼무로 28","['반려 동물 불가능']"
"블랙샌즈관광호텔","제주특별자치도","제주시","제주 제주시 선사로 8","['반려 동물 불가능', '보조 동물 허용']"
"호텔더원","제주특별자치도","제주시","제주특별자치도 제주시 사장3길 33","['반려 동물 불가능']"
"탐라스테이","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 애월해안로 881","['반려 동물 불가능']"
"스카이힐비즈니스 관광호텔","제주특별자치도","제주시","제주 제주시 서광로24길 1","['반려 동물 불가능']"
"슬림관광호텔","제주특별자치도","제주시","제주 제주시 서광로 292-1","['반려 동물 불가능']"
"플로라제주 제이드림호텔","제주특별자치도","제주시","제주특별자치도 제주시 은남1길 40","['반려 동물 불가능']"
"어반아일랜드호텔","제주특별자치도","제주시","제주특별자치도 제주시 삼무로 76","['반려 동물 불가능']"
"더스테이센추리호텔","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 일주서로 7113","['반려 동물 불가능']"
"오드리 인","제주특별자치도","제주시","제주특별자치도 제주시 서해안로 100","['반려 동물 불가능']"
"호텔난타","제주특별자치도","제주시","제주특별자치도 제주시 선돌목동길 56-26","['반려 동물 불가능']"
"호텔샬롬","제주특별자치도","제주시","제주특별자치도 제주시 동광로 34","['반려 동물 불가능']"
"제주노블레스 관광호텔","제주특별자치도","제주시","제주특별자치도 제주시 월성로4길 19","['반려 동물 불가능']"
"호텔 시리우스","제주특별자치도","제주시","제주특별자치도 제주시 도령로 133","['반려 동물 불가능']"
"다인오세아노호텔","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 애월해안로 394","['반려 동물 불가능']"
"시티홀관광호텔제주","제주특별자치도","제주시","제주 제주시 동광로4길 9-4","['반려 동물 불가능']"
"그랜드하얏트 제주","제주특별자치도","제주시","제주특별자치도 제주시 노연로 12","['반려 동물 불가능']"
"꼬뜨도르가족호텔","제주특별자치도","제주시","제주특별자치도 제주시 구좌읍 일주동로 1724","['반려 동물 불가능']"
"그림리조트","제주특별자치도","제주시","제주특별자치도 제주시 서해안로 620-1","['반려 동물 불가능']"
"다인리조트","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 애월해안로 400-9","['반려 동물 불가능']"
"올레리조트","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 부룡수길 33","['반려 동물 불가능']"
"베스트웨스턴 제주호텔","제주특별자치도","제주시","제주특별자치도 제주시 도령로 27","['반려 동물 불가능']"
"아모렉스리조트","제주특별자치도","제주시","제주특별자치도 제주시 서해안로 216","['반려 동물 불가능']"
"제주나인리조트","제주특별자치도","제주시","제주특별자치도 제주시 해안마을북길 14-5","['반려 동물 불가능']"
"부띠끄호텔 빌라드애월","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 애월해안로 516-7","['반려 동물 불가능']"
"제주에어포트호텔","제주특별자치도","제주시","제주특별자치도 제주시 도령로 102","['반려 동물 불가능']"
"하이제주호텔","제주특별자치도","제주시","제주특별자치도 제주시 한림읍 일주서로 5125","['반려동물 동반 가능', '반려동물 동반 가능(유료)']"
"에코그린리조트(구.에코패밀리호텔)","제주특별자치도","제주시","제주 제주시 한림읍 귀덕6길 94","['반려 동물 불가능']"
"마레보가족호텔","제주특별자치도","제주시","제주 제주시 애월읍 신엄안3길 135","['반려 동물 불가능']"
"더제주리조트","제주특별자치도","제주시","제주특별자치도 제주시 한림읍 협재로 226","['반려 동물 불가능']"
"수앤수리조트(구.수앤수가족호텔)","제주특별자치도","제주시","제주 제주시 애월읍 부룡수길 60","['반려 동물 불가능', '보조 동물 허용']"
"리치호텔","제주특별자치도","제주시","제주특별자치도 제주시 애월읍 고내로13길 100","['반려 동물 불가능']"
"도두봉호텔(구. 해든호텔)","제주특별자치도","제주시","제주 제주시 서해안로 204","['반려 동물 불가능']"
"호텔펄리플러스","제주특별자치도","제주시","제주특별자치도 제주시 도두봉2길 2","['반려 동물 불가능']"
"호텔카리스","인천광역시","계양구","인천 계양구 계양대로 28","['반려 동물 불가능']"
"아마레관광호텔","인천광역시","계양구","인천 계양구 장제로730번길 14","['반려 동물 불가능']"
"로얄호텔","인천광역시","남동구","인천 남동구 백범로 367","['반려 동물 불가능']"
"파이호텔","인천광역시","남동구","인천 남동구 석촌로46번길 47","['반려 동물 불가능']"
"폴로(POLO)관광호텔","인천광역시","남동구","인천 남동구 앵고개로934번길 30","['반려 동물 불가능']"
"SJ 디자인 호텔","인천광역시","남동구","인천광역시 남동구 소래역로 26-16","['반려 동물 불가능']"
"센트럴프라자호텔","인천광역시","남동구","인천 남동구 예술로204번길 15","['반려 동물 불가능']"
"골든 뷰 호텔","제주특별자치도","서귀포시","제주특별자치도 서귀포시 성산읍 일출로 31","['반려 동물 불가능']"
"호텔 더 디자이너스 인천","인천광역시","남동구","인천 남동구 남동대로765번길 8","['반려 동물 불가능']"
"소래호텔카카오","인천광역시","남동구","인천 남동구 앵고개로948번길 48","['반려 동물 불가능']"
"엠플레이스호텔","인천광역시","남동구","인천 남동구 인하로507번길 56","['반려 동물 불가능']"
"인천 파크마린 호텔","인천광역시","남동구","인천 남동구 소래역로 44","['반려 동물 불가능']"
"인천 호텔 진","인천광역시","남동구","인천 남동구 남동대로777번길 36","['반려 동물 불가능', '반려동물은 주인 없이 혼자 있을 수 없음']"
"호텔베이204","인천광역시","남동구","인천 남동구 인하로507번길 21-1","['반려 동물 불가능']"
"토요코인인천부평","인천광역시","부평구","인천 부평구 광장로 10","['반려 동물 불가능']"
"3s 부티크 호텔","인천광역시","서구","인천 서구 원당대로 874","['반려 동물 불가능']"
"인천 호텔소프라","인천광역시","서구","인천 서구 서곶로301번길 21","['반려 동물 불가능']"
"인천 펜타스타 호텔","인천광역시","서구","인천 서구 오류로14번길 23","['반려 동물 불가능']"
"호텔 원티드","인천광역시","서구","인천 서구 북항로32번길 20","['반려 동물 불가능']"
"인천 크리스탈 호텔","인천광역시","서구","인천 서구 오류로14번길 22","['반려 동물 불가능']"
"송도 브라운도트","인천광역시","연수구","인천 연수구 능허대로 227-7","['반려 동물 불가능']"
"호텔498","인천광역시","연수구","인천 연수구 용담로85번길 24","['반려 동물 불가능']"
"베스트웨스턴 하버파크","인천광역시","중구","인천 중구 제물량로 217","['반려 동물 불가능']"
"베니키아 호텔 바다의 별","인천광역시","중구","인천 중구 월미로242번길 7-2","['반려 동물 불가능']"
"베니키아 월미도 더 블리스 호텔","인천광역시","중구","인천 중구 월미로 266","['반려 동물 불가능']"
